customer_unique_id,total_orders,total_revenue,average_order_value,last_purchase_date,first_purchase_date,recency_days,customer_lifetime_days,customer_value,purchase_frequency,recency,opportunity_score,opportunity_level,opportunity_type,data_quality_confidence,sample_size_confidence,metric_completeness,confidence_score
95a744604de66a2e40e18086e69be4f2,1,3406.4700000000003,24.87738465515739,2018-07-06 11:07:02,2018-07-06 11:07:02,54,0,24.87738465515739,0.0,92.42636746143057,32.16783505262268,Low,customer,99.3646,3.3333333333333335,100.0,70.68
dc4802a71eae9be1dd28f5d788ceb526,1,6929.31,50.67724975447637,2017-02-12 20:37:36,2017-02-12 20:37:36,562,0,50.67724975447637,0.0,21.178120617110793,32.10811148838417,Low,customer,99.3646,3.3333333333333335,100.0,70.68
f886a3f43af9ac928fbb4b56436c528c,1,3076.13,22.458107186720266,2018-08-15 14:50:52,2018-08-15 14:50:52,14,0,22.458107186720266,0.0,98.03646563814867,31.95925208032588,Low,customer,99.3646,3.3333333333333335,100.0,70.68
dc813062e0fc23409cd255f7f53c7074,6,1033.6200000000001,1.1914029744062211,2018-08-23 00:07:26,2017-07-01 04:22:21,6,417,7.499584385795444,35.714285714285715,99.15848527349229,31.938812683749,Low,customer,99.3646,20.0,100.0,75.68
46450c74a0d8c5ca9395da1daac6c120,1,3184.3399999999997,23.250593760733647,2018-07-24 20:41:01,2018-07-24 20:41:01,35,0,23.250593760733647,0.0,95.09116409537167,31.80605938747784,Low,customer,99.3646,3.3333333333333335,100.0,70.68
ca77025e7201e3b30c44b472ff346268,7,1122.72,1.1043881641025877,2018-06-01 11:38:29,2017-10-09 12:34:39,89,234,8.152116995947853,42.857142857142854,87.51753155680224,31.64429704864069,Low,customer,99.3646,23.333333333333332,100.0,76.68
6469f99c1f9dfae7733b25662e7f1782,7,758.83,0.7236761366721548,2018-06-28 00:43:34,2017-09-19 01:02:44,62,281,5.487132803934823,42.857142857142854,91.30434782608695,31.278559821577858,Low,customer,99.3646,23.333333333333332,100.0,76.68
3fec1a05177762f279472253113d568a,1,3792.59,27.705172437784203,2018-03-21 15:06:34,2018-03-21 15:06:34,160,0,27.705172437784203,0.0,77.55960729312763,30.749766299406836,Low,customer,99.3646,3.3333333333333335,100.0,70.68
9b11e010850a4045d2da80c7783fdbd1,1,3256.14,23.776428119981045,2018-06-07 13:53:52,2018-06-07 13:53:52,83,0,23.776428119981045,0.0,88.35904628330997,30.74884472265157,Low,customer,99.3646,3.3333333333333335,100.0,70.68
adfa1cab2b2c8706db21bb13c0a1beb1,1,3242.8399999999997,23.679024262348864,2018-06-01 19:08:41,2018-06-01 19:08:41,88,0,23.679024262348864,0.0,87.6577840112202,30.555020146535917,Low,customer,99.3646,3.3333333333333335,100.0,70.68
4facc2e6fbc2bffab2fea92d2b4aa7e4,4,1760.7499999999998,3.153523126824949,2018-08-13 22:51:49,2017-06-18 23:14:46,15,420,12.824792430914666,21.428571428571427,97.89621318373071,30.53933093527861,Low,customer,99.3646,13.333333333333334,100.0,73.68
5e92460d739e8dd987e279285a1d278c,1,2713.3599999999997,19.801325424823627,2018-08-13 14:07:50,2018-08-13 14:07:50,16,0,19.801325424823627,0.0,97.75596072931276,30.441921129515553,Low,customer,99.3646,3.3333333333333335,100.0,70.68
be825ddd3b40db3f91bf05b4e9435d56,1,3122.72,22.799313632365614,2018-06-11 21:17:41,2018-06-11 21:17:41,78,0,22.799313632365614,0.0,89.06030855539971,30.351684208881032,Low,customer,99.3646,3.3333333333333335,100.0,70.68
2c3b08cf3584d8c0a81d9618a73aa219,1,3526.4599999999996,25.756143217359266,2018-04-09 11:32:37,2018-04-09 11:32:37,142,0,25.756143217359266,0.0,80.08415147265077,30.182709064077752,Low,customer,99.3646,3.3333333333333335,100.0,70.68
fe81bb32c243a86b2f86fbf053fe6140,5,1590.76,2.259784144263169,2018-06-21 12:10:25,2017-10-22 11:29:22,69,242,11.57985395280234,28.57142857142857,90.3225806451613,30.178282474649816,Low,customer,99.3646,16.666666666666664,100.0,74.68
1b76903617af13189607a36b0469f6f3,1,3195.74,23.33408278156123,2018-05-22 13:43:23,2018-05-22 13:43:23,99,0,23.33408278156123,0.0,86.11500701262273,30.05674693238322,Low,customer,99.3646,3.3333333333333335,100.0,70.68
f140f377d666848e3712b51a2734d120,1,2713.3599999999997,19.801325424823627,2018-07-30 10:04:21,2018-07-30 10:04:21,30,0,19.801325424823627,0.0,95.79242636746143,30.049214257145284,Low,customer,99.3646,3.3333333333333335,100.0,70.68
fff5eb4918b2bf4b2da476788d42051c,1,2844.96,20.765110963499918,2018-07-02 16:39:59,2018-07-02 16:39:59,57,0,20.765110963499918,0.0,92.00561009817672,29.8219330495603,Low,customer,99.3646,3.3333333333333335,100.0,70.68
02ccceb879088a0253e1e46e0200bdb8,1,2512.5299999999997,18.33052717457774,2018-08-09 08:55:38,2018-08-09 08:55:38,20,0,18.33052717457774,0.0,97.19495091164096,29.52078012834595,Low,customer,99.3646,3.3333333333333335,100.0,70.68
bbeb907759ef5fc169099af3c88d535d,1,3209.72,23.43646668604979,2018-04-27 05:57:39,2018-04-27 05:57:39,124,0,23.43646668604979,0.0,82.6086956521739,29.411795807762168,Low,customer,99.3646,3.3333333333333335,100.0,70.68
bc5e25094a7d51b6aee35236572e64f4,1,3826.8,27.955712736250128,2018-01-26 14:30:21,2018-01-26 14:30:21,215,0,27.955712736250128,0.0,69.84572230014025,29.344786464965622,Low,customer,99.3646,3.3333333333333335,100.0,70.68
8e07cbdbbb24328ece74135e2a81405b,1,2455.12,17.910079395129365,2018-08-10 00:17:59,2018-08-10 00:17:59,19,0,17.910079395129365,0.0,97.3352033660589,29.317584340532935,Low,customer,99.3646,3.3333333333333335,100.0,70.68
e6fad5b1c79a4760aac5068d09c46535,1,2328.4,16.982033016245936,2018-08-25 15:12:30,2018-08-25 15:12:30,3,0,16.982033016245936,0.0,99.57924263674614,29.255966686284495,Low,customer,99.3646,3.3333333333333335,100.0,70.68
6963ee67570e4454bf00b3e5fe52f734,1,2337.4,17.047945401109818,2018-08-19 22:37:42,2018-08-19 22:37:42,9,0,17.047945401109818,0.0,98.73772791023843,29.12391555265809,Low,customer,99.3646,3.3333333333333335,100.0,70.68
394ac4de8f3acb14253c177f0e15bc58,5,745.41,1.0215833766035933,2018-08-15 18:01:23,2017-12-22 19:23:43,13,235,5.388850114504459,28.57142857142857,98.17671809256662,29.086978313662787,Low,customer,99.3646,16.666666666666664,100.0,74.68
c7794313e2cd53472b116a751350f132,1,2323.25,16.944316484907162,2018-08-16 18:52:14,2018-08-16 18:52:14,12,0,16.944316484907162,0.0,98.31697054698458,28.982768176095856,Low,customer,99.3646,3.3333333333333335,100.0,70.68
397b44d5bb99eabf54ea9c2b41ebb905,4,1756.53,3.1457967305992387,2018-06-17 19:21:01,2018-01-11 12:16:24,72,157,12.793886846011826,21.428571428571427,89.90182328190744,28.926931761518965,Low,customer,99.3646,13.333333333333334,100.0,73.68
8a8ac60fd8ea25925f379a33ef277987,1,2322.32,16.93750553847123,2018-08-14 20:02:28,2018-08-14 20:02:28,14,0,16.93750553847123,0.0,98.03646563814867,28.92292117378891,Low,customer,99.3646,3.3333333333333335,100.0,70.68
85475e754525d6d222d917dbc8251801,1,2438.51,17.78843442706392,2018-07-28 19:00:54,2018-07-28 19:00:54,31,0,17.78843442706392,0.0,95.65217391304348,28.914073717493853,Low,customer,99.3646,3.3333333333333335,100.0,70.68
63cfc61cee11cbe306bff5857d00bfe4,6,826.32,0.9383726525121041,2018-05-28 17:20:02,2017-05-11 14:39:53,92,382,5.98140245443074,35.714285714285715,87.09677419354838,28.881243146930217,Low,customer,99.3646,20.0,100.0,75.68
8ad6fdb3d658f916f444aaf55a49bb29,1,2828.42,20.643978647316743,2018-05-29 14:21:11,2018-05-29 14:21:11,92,0,20.643978647316743,0.0,87.09677419354838,28.773543094733885,Low,customer,99.3646,3.3333333333333335,100.0,70.68
34ff67eb3466a779b2f6b6fd56a3b953,1,2787.87,20.34700673551337,2018-05-31 21:05:55,2018-05-31 21:05:55,89,0,20.34700673551337,0.0,87.51753155680224,28.694360015892805,Low,customer,99.3646,3.3333333333333335,100.0,70.68
9db254a87951220e74c58549749cf128,1,2187.42,15.949552125344848,2018-08-23 21:49:33,2018-08-23 21:49:33,5,0,15.949552125344848,0.0,99.29873772791024,28.632001214521715,Low,customer,99.3646,3.3333333333333335,100.0,70.68
4683ad127301c1bcbd601a30bb22d2ba,1,3005.06,21.937619054245157,2018-04-27 19:50:43,2018-04-27 19:50:43,123,0,21.937619054245157,0.0,82.74894810659187,28.615480101153214,Low,customer,99.3646,3.3333333333333335,100.0,70.68
10e1df2717597281c5cffa0e0a7ca7cb,1,2225.69,16.229826232982703,2018-08-14 22:31:52,2018-08-14 22:31:52,14,0,16.229826232982703,0.0,98.03646563814867,28.53369755577022,Low,customer,99.3646,3.3333333333333335,100.0,70.68
ef8d54b3797ea4db1d63f0ced6a906e9,1,3018.6000000000004,22.03678057547371,2018-04-19 13:54:06,2018-04-19 13:54:06,132,0,22.03678057547371,0.0,81.4866760168303,28.417564519876603,Low,customer,99.3646,3.3333333333333335,100.0,70.68
00c07da5ba0e07b4f248a3a373b07476,1,2304.68,16.80831726413802,2018-07-27 14:28:20,2018-07-27 14:28:20,33,0,16.80831726413802,0.0,95.37166900420758,28.318908296117424,Low,customer,99.3646,3.3333333333333335,100.0,70.68
1b6c7548a2a1f9037c1fd3ddfed95f33,7,959.01,0.9331101240063054,2018-02-14 13:22:12,2017-11-13 16:44:41,196,92,6.953170715273877,42.857142857142854,72.51051893408135,28.137624305812484,Low,customer,99.3646,23.333333333333332,100.0,76.68
e79c794eb044c594d923722240125052,1,2252.66,16.427343679624794,2018-07-26 21:48:22,2018-07-26 21:48:22,33,0,16.427343679624794,0.0,95.37166900420758,28.10937282463515,Low,customer,99.3646,3.3333333333333335,100.0,70.68
7de6d654e4d5b71483c3799468bc27e6,1,2098.4,15.297605403057895,2018-08-15 16:12:57,2018-08-15 16:12:57,13,0,15.297605403057895,0.0,98.17671809256662,28.04902659019517,Low,customer,99.3646,3.3333333333333335,100.0,70.68
e0a7e61d37dd4060ab419bdb93a9f05d,1,2155.35,15.71468432727989,2018-08-04 15:52:54,2018-08-04 15:52:54,24,0,15.71468432727989,0.0,96.63394109396914,27.96986459879777,Low,customer,99.3646,3.3333333333333335,100.0,70.68
26b5839e505ee33e6a449f7c2c403f99,1,2607.09,19.023046631547572,2018-06-01 09:57:51,2018-06-01 09:57:51,89,0,19.023046631547572,0.0,87.51753155680224,27.966181958711616,Low,customer,99.3646,3.3333333333333335,100.0,70.68
acc38a550c42d17125cd25c32a464d26,1,2759.95,20.14253187046898,2018-05-10 09:05:16,2018-05-10 09:05:16,111,0,20.14253187046898,0.0,84.43197755960729,27.964788040679398,Low,customer,99.3646,3.3333333333333335,100.0,70.68
76a08544f95591acec0d4c976054c459,1,3358.24,24.52416750827017,2018-02-11 14:23:55,2018-02-11 14:23:55,199,0,24.52416750827017,0.0,72.08976157082749,27.906244443714094,Low,customer,99.3646,3.3333333333333335,100.0,70.68
e8258022c5060b1f3d861556a17fd741,1,2115.79,15.424962777811546,2018-08-08 09:44:01,2018-08-08 09:44:01,21,0,15.424962777811546,0.0,97.054698457223,27.89466921924095,Low,customer,99.3646,3.3333333333333335,100.0,70.68
eae0a83d752b1dd32697e0e7b4221656,2,2783.01,10.12059036990763,2018-04-24 17:06:54,2018-02-01 18:32:02,126,81,20.311414047686878,7.142857142857142,82.32819074333801,27.894006608942785,Low,customer,99.3646,6.666666666666667,100.0,71.68
fa094305fdb6062436c99adba7d53dde,1,2267.28,16.53441468703701,2018-07-17 13:27:40,2018-07-17 13:27:40,43,0,16.53441468703701,0.0,93.96914446002805,27.88775696987597,Low,customer,99.3646,3.3333333333333335,100.0,70.68
25bedfc6317ec4a379ef49b9c1049733,1,2818.74,20.57308621559648,2018-04-28 12:23:26,2018-04-28 12:23:26,123,0,20.57308621559648,0.0,82.74894810659187,27.86498703989644,Low,customer,99.3646,3.3333333333333335,100.0,70.68
212b7cfb2631b23e85a4645a7cba1733,1,2647.76,19.320897375149126,2018-05-21 14:56:42,2018-05-21 14:56:42,100,0,19.320897375149126,0.0,85.97475455820476,27.821444467972974,Low,customer,99.3646,3.3333333333333335,100.0,70.68
921972f1568c1c75a26b18b4cb4ed5a7,1,2022.33,14.740499278991745,2018-08-16 23:24:34,2018-08-16 23:24:34,12,0,14.740499278991745,0.0,98.31697054698458,27.770668712842376,Low,customer,99.3646,3.3333333333333335,100.0,70.68
a22ee6bd65e350c2d1a0d9a12c2e465f,1,2014.99,14.686744067336093,2018-08-17 16:07:20,2018-08-17 16:07:20,11,0,14.686744067336093,0.0,98.45722300140253,27.769153837315358,Low,customer,99.3646,3.3333333333333335,100.0,70.68
7dd0031f1da839843abbcda4e9fb317b,1,2267.18,16.533682327205188,2018-07-12 00:03:11,2018-07-12 00:03:11,48,0,16.533682327205188,0.0,93.26788218793828,27.74710171755051,Low,customer,99.3646,3.3333333333333335,100.0,70.68
5a04d5472eb5ee998250f0977b31f772,1,2032.0,14.811318474728827,2018-08-11 18:37:26,2018-08-11 18:37:26,17,0,14.811318474728827,0.0,97.61570827489481,27.66936681607982,Low,customer,99.3646,3.3333333333333335,100.0,70.68
906a8a4ec9f3d4c3e64fa6d1c4fe6009,2,2020.83,7.3296402868214034,2018-07-20 04:05:49,2018-07-05 00:58:05,40,15,14.729513881514434,7.142857142857142,94.3899018232819,27.65494624599965,Low,customer,99.3646,6.666666666666667,100.0,71.68
f44ffa618df5f8a65899275c93b14ae2,1,2638.64,19.254106158487062,2018-05-11 16:36:36,2018-05-11 16:36:36,109,0,19.254106158487062,0.0,84.7124824684432,27.532254880856527,Low,customer,99.3646,3.3333333333333335,100.0,70.68
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,1,2564.65,18.712233118922786,2018-05-19 14:00:29,2018-05-19 14:00:29,102,0,18.712233118922786,0.0,85.69424964936886,27.430578145281302,Low,customer,99.3646,3.3333333333333335,100.0,70.68
6a71207bf8784292ad3f6e107ab57755,1,2325.22,16.958743973594032,2018-06-19 22:58:32,2018-06-19 22:58:32,70,0,16.958743973594032,0.0,90.18232819074333,27.363774823625384,Low,customer,99.3646,3.3333333333333335,100.0,70.68
525cda9909aa001ebed396f6e55eae01,2,1782.9,6.458388412895685,2018-08-07 21:57:02,2018-07-13 12:21:43,21,25,12.987010133662993,7.142857142857142,97.054698457223,27.360216292558434,Low,customer,99.3646,6.666666666666667,100.0,71.68
684da9ec00ee25877fe21ce197403d04,1,2616.0,19.088299892562812,2018-05-08 17:17:29,2018-05-08 17:17:29,112,0,19.088299892562812,0.0,84.29172510518934,27.356909961947416,Low,customer,99.3646,3.3333333333333335,100.0,70.68
c38b132f1c68c14c0d3b32e66b796eba,1,2838.2200000000003,20.71574991083519,2018-04-05 22:21:10,2018-04-05 22:21:10,145,0,20.71574991083519,0.0,79.66339410939692,27.32634127283874,Low,customer,99.3646,3.3333333333333335,100.0,70.68
129bfc164612d70a040a844b887dfec5,1,2960.05,21.607983893942578,2018-03-18 14:08:48,2018-03-18 14:08:48,164,0,21.607983893942578,0.0,76.99859747545582,27.284110636759586,Low,customer,99.3646,3.3333333333333335,100.0,70.68
025cf7c2f32536f0be1ab412bb6602d2,1,1898.61,13.834423695062942,2018-08-17 10:59:18,2018-08-17 10:59:18,12,0,13.834423695062942,0.0,98.31697054698458,27.272327141681536,Low,customer,99.3646,3.3333333333333335,100.0,70.68
a0cd1f3e0a9259b6dd8ec0ed4f63a63e,1,1978.18,14.417162413242826,2018-08-04 14:32:55,2018-08-04 14:32:55,25,0,14.417162413242826,0.0,96.4936886395512,27.228177055193793,Low,customer,99.3646,3.3333333333333335,100.0,70.68
bef3ce10ea5715fbcbcbe3b266ee94c5,1,2467.17,17.998328754863785,2018-05-25 14:41:25,2018-05-25 14:41:25,96,0,17.998328754863785,0.0,86.53576437587658,27.2062336903504,Low,customer,99.3646,3.3333333333333335,100.0,70.68
c01158adcf91ee8f143d12388abe5f22,1,2333.97,17.02282545887836,2018-06-09 20:13:49,2018-06-09 20:13:49,80,0,17.02282545887836,0.0,88.77980364656382,27.11851473169586,Low,customer,99.3646,3.3333333333333335,100.0,70.68
14cf3e40a2b5076d2d0384a7e68ca06f,1,1916.08,13.962366957682052,2018-08-06 16:41:44,2018-08-06 16:41:44,22,0,13.962366957682052,0.0,96.91444600280505,27.06219102728614,Low,customer,99.3646,3.3333333333333335,100.0,70.68
53fb3435773a4690e56010b169ee2820,1,3155.82,23.04172473669833,2018-02-09 14:43:53,2018-02-09 14:43:53,201,0,23.04172473669833,0.0,71.80925666199158,27.0347999375824,Low,customer,99.3646,3.3333333333333335,100.0,70.68
7b0eaf68a16e4808e5388c67345033c9,2,2340.08,8.498669668365498,2018-05-19 11:30:35,2018-05-19 11:16:55,102,0,17.067572644602617,7.142857142857142,85.69424964936886,27.02639372368393,Low,customer,99.3646,6.666666666666667,100.0,71.68
4e1cce07cd5937c69dacac3c8b13d965,3,1294.6000000000001,3.0901434863794504,2018-07-30 16:04:45,2017-11-25 15:48:03,29,247,9.410897074881598,14.285714285714285,95.93267882187938,26.985844688714003,Low,customer,99.3646,10.0,100.0,72.68
25d558c329b841732700cb45b86260cf,1,2187.42,15.949552125344848,2018-06-25 16:50:08,2018-06-25 16:50:08,64,0,15.949552125344848,0.0,91.02384291725105,26.977022252389876,Low,customer,99.3646,3.3333333333333335,100.0,70.68
38e482d7770a43f5929378c4dec76d5e,1,1789.02,13.031830555370433,2018-08-16 15:02:31,2018-08-16 15:02:31,12,0,13.031830555370433,0.0,98.31697054698458,26.830900914850655,Low,customer,99.3646,3.3333333333333335,100.0,70.68
02e8a66528e84b3ca6150d9b1e03a26f,1,2158.57,15.738266313864525,2018-06-24 13:49:51,2018-06-24 13:49:51,66,0,15.738266313864525,0.0,90.74333800841515,26.80471407430852,Low,customer,99.3646,3.3333333333333335,100.0,70.68
963fee8d1953b0f2bc792a06043fb11c,1,2082.36,15.180134886033825,2018-07-04 13:44:57,2018-07-04 13:44:57,56,0,15.180134886033825,0.0,92.14586255259466,26.778246697837538,Low,customer,99.3646,3.3333333333333335,100.0,70.68
7530369a1ddf13882910895b0559423d,1,1930.34,14.06680146969971,2018-07-24 23:09:26,2018-07-24 23:09:26,35,0,14.06680146969971,0.0,95.09116409537167,26.754973627409175,Low,customer,99.3646,3.3333333333333335,100.0,70.68
1a3a962a15f8c6ee0178e1102387d3cc,1,2223.12,16.211004585304906,2018-06-11 22:04:34,2018-06-11 22:04:34,78,0,16.211004585304906,0.0,89.06030855539971,26.728114232997644,Low,customer,99.3646,3.3333333333333335,100.0,70.68
d132b863416f85f2abb1a988ca05dd12,3,1276.52,3.046006600515044,2018-07-21 19:57:05,2017-08-14 13:42:08,38,341,9.27848641728838,14.285714285714285,94.67040673211781,26.673805474844745,Low,customer,99.3646,10.0,100.0,72.68
01858f2fad256b1689f5bdafc059f745,1,1841.11,13.413316791765931,2018-07-31 19:44:52,2018-07-31 19:44:52,28,0,13.413316791765931,0.0,96.07293127629734,26.591910490730733,Low,customer,99.3646,3.3333333333333335,100.0,70.68
42f1fdf511aeb359f56e375cae330892,1,1728.81,12.590876700631076,2018-08-17 11:15:02,2018-08-17 11:15:02,12,0,12.590876700631076,0.0,98.31697054698458,26.588376294744013,Low,customer,99.3646,3.3333333333333335,100.0,70.68
4e65032f1f574189fb793bac5a867bbc,5,490.41,0.6480798623749405,2018-06-14 09:28:49,2017-03-26 18:39:34,76,444,3.521332543361195,28.57142857142857,89.34081346423562,26.516764832404988,Low,customer,99.3646,16.666666666666664,100.0,74.68
a813e96ecd044395587037a8314a4151,1,2031.09,14.804654000259257,2018-07-01 20:54:21,2018-07-01 20:54:21,58,0,14.804654000259257,0.0,91.86535764375877,26.515631228894346,Low,customer,99.3646,3.3333333333333335,100.0,70.68
f0e310a6839dce9de1638e0fe5ab282a,6,540.69,0.5897327545737703,2018-04-05 09:04:45,2017-05-20 08:53:30,146,320,3.8895630668007377,35.714285714285715,79.52314165497896,26.47748489947358,Low,customer,99.3646,20.0,100.0,75.68
b3879dce6b4a3b94b748b6c9b567695e,1,1768.4,12.880817958048965,2018-08-06 20:19:36,2018-08-06 20:19:36,22,0,12.880817958048965,0.0,96.91444600280505,26.467339077487942,Low,customer,99.3646,3.3333333333333335,100.0,70.68
3baa1dfebd3d28ccc8cdbf5d9faa7602,1,2151.29,15.684950518107962,2018-06-12 19:20:44,2018-06-12 19:20:44,77,0,15.684950518107962,0.0,89.20056100981768,26.466834986922912,Low,customer,99.3646,3.3333333333333335,100.0,70.68
9cc5a07f169a1606fd347a56683e6ea6,4,419.25,0.6973713408556453,2018-08-22 01:37:38,2017-12-13 21:34:30,7,251,3.000185287037451,21.428571428571427,99.01823281907433,26.465469236901047,Low,customer,99.3646,13.333333333333334,100.0,73.68
6ae98e2bdf8d09e86cd16479fa511f9e,1,1821.82,13.272044580207684,2018-07-30 10:17:54,2018-07-30 10:17:54,30,0,13.272044580207684,0.0,95.79242636746143,26.458109792606514,Low,customer,99.3646,3.3333333333333335,100.0,70.68
fafe2f8e0b7065fef995698ef3809fec,1,1861.25,13.56081406189466,2018-07-23 12:04:23,2018-07-23 12:04:23,37,0,13.56081406189466,0.0,94.81065918653576,26.420579571349215,Low,customer,99.3646,3.3333333333333335,100.0,70.68
74a63835c6e5eaef19af58cc83f663aa,1,1859.1,13.54506832551051,2018-07-23 14:27:40,2018-07-23 14:27:40,37,0,13.54506832551051,0.0,94.81065918653576,26.41191941633793,Low,customer,99.3646,3.3333333333333335,100.0,70.68
7305430719d715992b00be82af4a6aa8,4,439.31,0.7340991864214629,2018-08-16 15:54:42,2017-07-12 10:50:31,12,400,3.147096669300721,21.428571428571427,98.31697054698458,26.389490512223283,Low,customer,99.3646,13.333333333333334,100.0,73.68
0bec90ebca9ff4b2b830950bb052e52d,1,2457.44,17.92707014322761,2018-04-24 21:26:05,2018-04-24 21:26:05,126,0,17.92707014322761,0.0,82.32819074333801,26.32552672744279,Low,customer,99.3646,3.3333333333333335,100.0,70.68
f28efe52152019a633891bfdb679886e,1,2065.77,15.058636389934737,2018-06-19 16:21:17,2018-06-19 16:21:17,70,0,15.058636389934737,0.0,90.18232819074333,26.318715652612774,Low,customer,99.3646,3.3333333333333335,100.0,70.68
3cdadaf84a996b3f07ccfcf9796f1dfd,1,2183.6,15.92157597976929,2018-06-02 13:53:43,2018-06-02 13:53:43,88,0,15.92157597976929,0.0,87.6577840112202,26.288423591117148,Low,customer,99.3646,3.3333333333333335,100.0,70.68
79dbe8f7d2cd77fc463cfb663ab1375c,1,1702.3500000000001,12.39709428913127,2018-08-07 00:47:40,2018-08-07 00:47:40,22,0,12.39709428913127,0.0,96.91444600280505,26.20129105958321,Low,customer,99.3646,3.3333333333333335,100.0,70.68
061e0d9d23f099ebcc78d1c90f94dfbe,1,1654.46,12.046367165672244,2018-08-12 17:34:48,2018-08-12 17:34:48,16,0,12.046367165672244,0.0,97.75596072931276,26.17669408698229,Low,customer,99.3646,3.3333333333333335,100.0,70.68
0341bbd5c969923a0f801b9e2d10a7b8,2,1999.6800000000003,7.252193234606347,2018-05-30 13:00:03,2018-05-28 14:18:26,91,1,14.574619777084315,7.142857142857142,87.23702664796635,26.150796511332235,Low,customer,99.3646,6.666666666666667,100.0,71.68
