seller_id,total_orders,total_revenue,total_items,average_review_score,average_delivery_delay,growth_rate,revenue_potential,order_volume,customer_satisfaction,delivery_performance,growth_potential,opportunity_score,opportunity_level,opportunity_type,data_quality_confidence,sample_size_confidence,metric_completeness,confidence_score
f8db351d8c4c4c22c6835c19a46f01b0,667,63079.8,724,3.0,-11.034058398822491,560.0,25.264577182859902,35.941716135995684,60.0,76.70346017829718,11.949971574758385,41.26531837307731,Low,seller,99.3646,100.0,100.0,99.68
8b321bb669392f5163d04c59e235e066,943,31692.05,1018,3.0,-9.298743101621522,100.0,12.690791531479098,50.83648138154344,60.0,75.95878720971119,3.581580443433769,40.268333930629645,Low,seller,99.3646,100.0,100.0,99.68
16090f2ca825584b5a147ab24aa30c86,402,31173.11,410,3.0,-8.93851181923919,4000.0,12.482906597836912,21.640582838640043,60.0,75.80420175837455,74.53098351335986,39.978746304103254,Low,seller,99.3646,100.0,100.0,99.68
f7ba60f8c3f99e7ee4042fdef03b70c4,219,72736.01,230,3.0,-8.449990194889212,2600.0,29.132809685817897,11.76470588235294,60.0,75.59456328586761,49.06196702671973,39.92640057188572,Low,seller,99.3646,100.0,100.0,99.68
e9779976487b77c6d4ac45f75ec7afe9,657,53302.66,750,3.0,-9.113191417620195,330.7692307692308,21.3479006882548,35.4020507285483,60.0,75.87916172402898,7.7797699741986275,39.41473414463773,Low,seller,99.3646,100.0,100.0,99.68
85d9eb9ddc5d00ca9336a2219c97bb13,509,24029.579999999998,522,3.0,-15.031304321289063,3000.0,9.621241935215084,27.415002698327033,60.0,78.41879167572169,56.338828880045476,39.13682489450909,Low,seller,99.3646,100.0,100.0,99.68
fe2032dab1a61af8794248c8196565c9,294,70680.95,306,3.0,-10.39319193989071,1600.0,28.309562274304596,15.812196438208312,60.0,76.42844622019417,30.869812393405343,38.99716596421311,Low,seller,99.3646,100.0,100.0,99.68
53e4c6e0f4312d4d2107a8c9cddf45cd,473,40036.19,522,3.0,-12.724527429651332,2100.0,16.033414937269978,25.472207231516457,60.0,77.42888834315026,39.965889710062534,38.7889985115389,Low,seller,99.3646,100.0,100.0,99.68
7aa4334be125fcdd2ba64b3180029f14,217,20603.329999999998,240,3.0,-8.848763771683075,5400.0,8.248702231412055,11.656772800863465,60.0,75.76568832792984,100.0,38.753657118828954,Low,seller,99.3646,100.0,100.0,99.68
edb1ef5e36e0c8cd84eb3c9b003e486d,166,83189.65000000001,175,3.0,-12.843339053852704,1200.0,33.32048891216259,8.904479222881813,60.0,77.47987377792357,23.592950540079592,38.203542600065724,Low,seller,99.3646,100.0,100.0,99.68
d91fb3b7d041e83b64a00a3edfb37e4f,535,50180.51,536,3.0,-11.995907782186949,585.7142857142857,20.097182020256664,28.818132757690236,60.0,77.11621700513892,12.417769836757897,38.042897329946186,Low,seller,99.3646,100.0,100.0,99.68
8581055ce74af1daba164fdbd55a40de,387,74584.3,435,3.0,-8.521233888671535,100.0,29.87322600369958,20.83108472746897,60.0,75.62513597374023,3.581580443433769,37.871667423381524,Low,seller,99.3646,100.0,100.0,99.68
17e34d8224d27a541263c4c64b11a56b,255,61603.2,268,3.0,-10.149421251780627,1700.0,24.673058138238073,13.707501349163516,60.0,76.32383731006587,32.68902785673678,37.54627116094585,Low,seller,99.3646,100.0,100.0,99.68
4d6d651bd7684af3fffabd5f08d12e5a,369,51486.31,395,3.0,-12.323078792963916,1400.0,20.62027938478814,19.85968699406368,60.0,77.2566153570831,27.231381466742466,37.46263601418907,Low,seller,99.3646,100.0,100.0,99.68
77530e9772f57a62c906e1c21538ab82,320,55063.99,389,3.0,-10.197883159570331,1600.0,22.053481237397268,17.215326497571507,60.0,76.34463368798941,30.869812393405343,37.458552288151,Low,seller,99.3646,100.0,100.0,99.68
391fc6631aebcf3004804e51b40bcf1e,526,50142.83,613,3.0,-11.026021082032445,175.0,20.08208758872385,28.332433890987584,60.0,76.70001113790482,4.945992040932349,37.10733562414301,Low,seller,99.3646,100.0,100.0,99.68
4e922959ae960d389249c378d1c939f5,420,53304.75,454,3.0,-12.350465921358579,700.0,21.34873793246668,22.611980572045333,60.0,77.26836794996096,14.4968732234224,37.09755903758773,Low,seller,99.3646,100.0,100.0,99.68
d2374cbcbb3ca4ab1086534108cc3ab7,524,30817.8,631,3.0,-14.761435950567504,1150.0,12.34057107586442,28.22450080949811,60.0,78.30298351044081,22.683342808413872,36.77207833254136,Low,seller,99.3646,100.0,100.0,99.68
218d46b86c1881d022bce9c68a7d4b15,388,62737.54,427,3.0,-11.041245232583774,75.0,25.127469429770194,20.885051268213708,60.0,76.7065442523213,3.1267765776009093,36.578162941592765,Low,seller,99.3646,100.0,100.0,99.68
c003204e1ab016dfa150abc119207b24,197,29850.89,202,3.0,-10.890314872685185,3600.0,11.953231458205408,10.577441985968699,60.0,76.64177575789454,67.2541216600341,36.452008463641384,Low,seller,99.3646,100.0,100.0,99.68
de722cd6dad950a92b7d4f82673f8833,339,65112.75,379,3.0,-15.417194438304351,-42.42424242424242,26.078967431921228,18.240690771721532,60.0,78.58438806010744,0.9905766017192964,36.270578791694795,Low,seller,99.3646,100.0,100.0,99.68
ccc4bbb5f32a6ab2b7066a4130f114e3,187,79261.59999999999,192,3.0,-16.175166507446598,-15.384615384615385,31.7469304784454,10.037776578521317,60.0,78.90965535403602,1.4824856780513402,36.01822015907448,Low,seller,99.3646,100.0,100.0,99.68
b2ba3715d723d245138f291a6fe42594,337,58173.02,363,3.0,-9.36442390873016,500.0,23.298944094840458,18.132757690232058,60.0,75.98697270527364,10.858442296759522,36.00676278647715,Low,seller,99.3646,100.0,100.0,99.68
c826c40d7b19f62a09e2d7c5e7295ee2,354,51217.22,373,3.0,-9.174546454845256,800.0,20.51248319102051,19.05018888289261,60.0,75.90549090915273,16.316088686753837,35.9337246830776,Low,seller,99.3646,100.0,100.0,99.68
06a2c3af7b3aee5d69171b0e14f0ee87,392,48550.24,405,3.0,-10.549368003731344,633.3333333333333,19.44410349331935,21.100917431192663,60.0,76.49546579483278,13.284062914534772,35.91118656647237,Low,seller,99.3646,100.0,100.0,99.68
7ddcbb64b5bc1ef36ca8c151f6ec77df,334,63525.29,343,3.0,-9.439895521457085,-94.73684210526315,25.443038390491342,17.970858067997842,60.0,76.0193597129742,0.038897699051494705,35.53241976099814,Low,seller,99.3646,100.0,100.0,99.68
8160255418d5aaa7dbdc9f4c64ebda44,385,54871.5,431,3.0,-6.833375234757163,60.0,21.976370644887954,20.72315164597949,60.0,74.90082799559278,2.8538942581011937,35.294212730110296,Low,seller,99.3646,100.0,100.0,99.68
c3cfdc648177fdbbbb35635a37472c53,278,49127.81,307,3.0,-15.629606142176378,700.0,19.675475330378966,14.948731786292498,60.0,78.67553994146292,14.4968732234224,34.89084385924849,Low,seller,99.3646,100.0,100.0,99.68
37be5a7c751166fbc5f8ccba4119e043,272,61433.88,281,3.0,-12.85090111244338,-66.66666666666666,24.605229339216418,14.624932541824068,60.0,77.48311887155492,0.5495546712147056,34.71522523507565,Low,seller,99.3646,100.0,100.0,99.68
dbc22125167c298ef99da25668e1011f,406,41789.16,429,3.0,-13.172510935695888,111.11111111111111,16.735646509564933,21.856449001618998,60.0,77.62113076034203,3.78371549491504,34.50634736681704,Low,seller,99.3646,100.0,100.0,99.68
1835b56ce799e6a4dc4eddc053f04066,423,42086.16,558,3.0,-10.10154622067621,6.666666666666667,16.854623318621336,22.773880194279545,60.0,76.30329277755861,1.8836460109910933,34.38371556188919,Low,seller,99.3646,100.0,100.0,99.68
9f505651f4a6abe901a56cdc21508025,397,32391.86,430,3.0,-10.328959229916535,536.3636363636364,12.971132140050686,21.370750134916353,60.0,76.40088214414763,11.519975192516409,33.846157016618086,Low,seller,99.3646,100.0,100.0,99.68
ceaec5548eefc6e23e6607c5435102e7,203,59249.020000000004,211,3.0,-14.534746100773102,20.0,23.72998465559699,10.90124123043713,60.0,78.2057044720626,2.1262080727686183,33.787782182374634,Low,seller,99.3646,100.0,100.0,99.68
2eb70248d66e0e3ef83659f71b244378,202,45860.1,212,3.0,-9.404752303064486,1080.0,18.36644600808369,10.84727468969239,60.0,76.00427876208977,21.409891984081863,33.763383487569854,Low,seller,99.3646,100.0,100.0,99.68
0241d4d5d36f10f80c644447315af0bd,238,38251.61,246,3.0,-12.307867218081903,1200.0,15.318520547014506,12.790070156502969,60.0,77.25008763924271,23.592950540079592,33.739881903124456,Low,seller,99.3646,100.0,100.0,99.68
1554a68530182680ad5c8b042c3ab563,247,35850.79,269,3.0,-13.088390856914968,1200.0,14.356763298803084,13.275769023205614,60.0,77.5850324507815,23.592950540079592,33.62302116706751,Low,seller,99.3646,100.0,100.0,99.68
522620dcb18a6b31cd7bdf73665113a9,174,61829.81,180,3.0,-13.37950146951727,-33.33333333333333,24.763837042952787,9.336211548839719,60.0,77.70995626400617,1.1559598256585182,33.53529342226254,Low,seller,99.3646,100.0,100.0,99.68
7ad32824caee82087b3e2e5f33b1bf32,151,26050.32,184,3.0,-9.851023919753086,2600.0,10.430740915459644,8.094981111710739,60.0,76.19578655904817,49.06196702671973,33.48853223909478,Low,seller,99.3646,100.0,100.0,99.68
1900267e848ceeba8fa32d80c1a5f5a8,411,33120.590000000004,529,3.0,-9.400101975780752,172.72727272727272,13.263057965180897,22.126281705342688,60.0,76.0022831748735,4.904646234947543,33.401294915615715,Low,seller,99.3646,100.0,100.0,99.68
128639473a139ac0f3e5f5ade55873a5,533,21694.45,560,3.0,-11.548800788039845,-53.333333333333336,8.685799793356912,28.710199676200755,60.0,76.92435072404054,0.7921167329922305,33.40115413896256,Low,seller,99.3646,100.0,100.0,99.68
25c5c91f63607446a97b143d2d535d31,158,61679.33,269,3.0,-11.269637635756057,75.0,24.703555459697547,8.472746896923908,60.0,76.80455390460011,3.1267765776009093,33.36261410559035,Low,seller,99.3646,100.0,100.0,99.68
7142540dd4c91e2237acb7e911c4eba2,319,44289.16,331,3.0,-13.146901500395213,-50.0,17.737134801285496,17.161359956826765,60.0,77.61014102594625,0.8527572484366117,33.33827730832794,Low,seller,99.3646,100.0,100.0,99.68
04308b1ee57b6625f47df1d56f00eedf,94,63184.99,94,3.0,-10.881928844605476,433.3333333333333,25.306715804222335,5.0188882892606586,60.0,76.63817707560617,9.645631987871896,33.307026573709976,Low,seller,99.3646,100.0,100.0,99.68
7299e27ed73d2ad986de7f7c77d919fa,338,41581.08,361,3.0,-11.954854903786469,-9.090909090909092,16.652290636068447,18.186724230976793,60.0,77.09860005167992,1.5969817561631092,33.266856431933036,Low,seller,99.3646,100.0,100.0,99.68
f5a590cf36251cf1162ea35bef76fe84,117,57440.94,122,3.0,-10.347347182988074,600.0,23.005676275399345,6.260118726389638,60.0,76.40877293587988,12.67765776009096,33.19581428060829,Low,seller,99.3646,100.0,100.0,99.68
87142160b41353c4e5fca2360caf6f92,305,38314.31,339,3.0,-14.291638363104992,87.5,15.343637873370858,16.40582838640043,60.0,78.10138005275533,3.3541785105173396,32.7551733175764,Low,seller,99.3646,100.0,100.0,99.68
634964b17796e64304cadf1ad3050fb7,268,45420.53,326,3.0,-9.623102640178878,41.66666666666667,18.19035632472705,14.409066378845118,60.0,76.09797907925577,2.5203714231570973,32.72610749633347,Low,seller,99.3646,100.0,100.0,99.68
e9bc59e7b60fc3063eb2290deda4cced,216,39031.56,269,3.0,-13.286736066595441,675.0,15.630964864265486,11.602806260118728,60.0,77.6701480008696,14.04206935758954,32.64472016019872,Low,seller,99.3646,100.0,100.0,99.68
850f4f8af5ea87287ac68de36e29107f,187,48469.77,192,3.0,-14.086754350882297,100.0,19.411867588185448,10.037776578521317,60.0,78.0134585172028,3.581580443433769,32.39318124300976,Low,seller,99.3646,100.0,100.0,99.68
2138ccb85b11a4ec1e37afbd1c8eda1f,396,18426.25,429,3.0,-12.040642927384425,600.0,7.376574179356457,21.316783594171614,60.0,77.13541412362687,12.67765776009096,32.38024604690297,Low,seller,99.3646,100.0,100.0,99.68
855668e0971d4dfd7bef1b6a4133b41b,312,40005.36,327,3.0,-8.330131594617125,-83.33333333333334,16.02106458365648,16.7835941716136,60.0,75.54312856399363,0.24635209399279878,32.35832241199867,Low,seller,99.3646,100.0,100.0,99.68
7178f9f4dd81dcef02f62acdf8151e01,203,41478.92,216,3.0,-17.94431088501292,200.0,16.611365818515576,10.90124123043713,60.0,79.66884533963952,5.400795906765207,32.1991264447864,Low,seller,99.3646,100.0,100.0,99.68
70a12e78e608ac31179aea7f8422044b,315,36465.44,328,3.0,-9.784291294002982,-33.33333333333333,14.602989210205502,16.945493793847817,60.0,76.1671496983007,1.1559598256585182,32.15793864883456,Low,seller,99.3646,100.0,100.0,99.68
c3867b4666c7d76867627c2f7fb22e21,245,42197.18,259,3.0,-9.219002084293837,100.0,16.89909741068006,13.167835941716136,60.0,75.92456807951206,3.581580443433769,32.10853146490324,Low,seller,99.3646,100.0,100.0,99.68
c70c1b0d8ca86052f45a432a38b73958,261,40476.28,338,3.0,-8.400701919367284,57.14285714285714,16.209712930191298,14.031300593631949,60.0,75.57341229013294,2.8019166734345813,31.986942538328776,Low,seller,99.3646,100.0,100.0,99.68
fa40cc5b934574b62717c68f3d678b6d,307,20586.77,340,3.0,-10.687420767392021,800.0,8.2420683729677,16.51376146788991,60.0,76.55470814779453,16.316088686753837,31.71587596970735,Low,seller,99.3646,100.0,100.0,99.68
a3a38f4affed601eb87a97788c949667,254,31775.27,263,3.0,-14.014382968304844,300.0,12.724129073733895,13.65353480841878,60.0,77.98240190611227,7.220011370096646,31.64998384715137,Low,seller,99.3646,100.0,100.0,99.68
88460e8ebdecbfecb5f9601833981930,248,36543.1,302,3.0,-10.288452199074074,133.33333333333331,14.634099442499506,13.32973556395035,60.0,76.38349942934374,4.1879855978775815,31.59898719792676,Low,seller,99.3646,100.0,100.0,99.68
640e21a7d01df7614a3b4923e990d40c,116,10045.12,137,3.0,-9.58476196555011,2800.0,4.0191327528012835,6.206152185644901,60.0,76.08152600929236,52.700397953382605,31.439546568983726,Low,seller,99.3646,100.0,100.0,99.68
5656537e588803a555b8eb41f07a944b,174,11442.96,188,3.0,-11.22702170920921,2200.0,4.57910091028075,9.336211548839719,60.0,76.78626620288858,41.78510517339397,31.40423360806684,Low,seller,99.3646,100.0,100.0,99.68
897060da8b9a21f655304d50fd935913,317,29887.47,430,3.0,-9.000233415164558,-14.285714285714285,11.967885234889865,17.05342687533729,60.0,75.83068824422398,1.5024770567692685,31.378573231611803,Low,seller,99.3646,100.0,100.0,99.68
17f51e7198701186712e53a39c564617,56,57812.43,61,3.0,-11.590698998178507,-33.33333333333333,23.154493429595853,2.9681597409606044,60.0,76.94233043330301,1.1559598256585182,31.345333511680213,Low,seller,99.3646,100.0,100.0,99.68
b33e7c55446eabf8fe1a42d037ac7d6d,152,47710.24,155,3.0,-10.598832160696881,-75.0,19.107603427301243,8.148947652455478,60.0,76.51669226627895,0.3979533826037522,31.286817119506463,Low,seller,99.3646,100.0,100.0,99.68
e882b2a25a10b9c057cc49695f222c19,57,53913.759999999995,58,3.0,-18.299718031609196,-85.71428571428571,21.592704486282972,3.0221262817053427,60.0,79.82136061760625,0.20303744010395527,31.22685075296256,Low,seller,99.3646,100.0,100.0,99.68
17a053fcb14bd219540cbde0df490be0,125,49531.57,149,3.0,-9.417689720970971,0.0,19.837219695445004,6.691851052347545,60.0,76.00983057472797,1.762364980102331,31.201839755939815,Low,seller,99.3646,100.0,100.0,99.68
966cb4760537b1404caedd472cc610a5,75,52935.87,75,3.0,-14.800268449419569,-66.66666666666666,21.20096633204673,3.9935240151106313,60.0,78.31964763611552,0.5495546712147056,31.161573515930474,Low,seller,99.3646,100.0,100.0,99.68
4c2b230173bb36f9b240f2b8ac11786e,261,18989.84,346,3.0,-7.911344515980996,1000.0,7.602345693888774,14.031300593631949,60.0,75.3634151611576,19.954519613416714,31.088493092089934,Low,seller,99.3646,100.0,100.0,99.68
eeb6de78f79159600292e314a77cbd18,83,46795.28,84,3.0,-16.228666331994646,100.0,18.741074736344185,4.425256341068538,60.0,78.93261364480271,3.581580443433769,30.926686597234173,Low,seller,99.3646,100.0,100.0,99.68
8d956fec2e4337affcb520f56fd8cbfd,211,14343.14,228,3.0,-10.007731736417034,1500.0,5.740899435833604,11.332973556395034,60.0,76.26303432389182,29.050596930073908,30.900028061440004,Low,seller,99.3646,100.0,100.0,99.68
0b90b6df587eb83608a64ea8b390cf07,164,32207.64,210,3.0,-17.622638833510543,300.0,12.897334470810382,8.796546141392337,60.0,79.530806746947,7.220011370096646,30.719959025642908,Low,seller,99.3646,100.0,100.0,99.68
48efc9d94a9834137efd9ea76b065a38,33,666.0,34,3.0,-23.707864923747277,3100.0,0.2619012061444271,1.7269293038316245,60.0,82.14214970257167,58.158044343376915,30.647429577524676,Low,seller,99.3646,100.0,100.0,99.68
712e6ed8aa4aa1fa65dab41fed5737e4,79,46704.13,87,3.0,-9.105142429193899,233.33333333333334,18.704560473228053,4.209390178089585,60.0,75.87570767500677,6.00720106120902,30.645791943862726,Low,seller,99.3646,100.0,100.0,99.68
01fdefa7697d26ad920e9e0346d4bd1b,129,17690.07,131,3.0,-12.992729433760683,1600.0,7.08166391911692,6.907717215326498,60.0,77.54398142329713,30.869812393405343,30.570006932401803,Low,seller,99.3646,100.0,100.0,99.68
dc4a0fc896dc34b0d5bfec8438291c80,231,28795.09,249,3.0,-10.796774563820017,150.0,11.530282922845982,12.412304371289801,60.0,76.60163496065876,4.491188175099489,30.501525031285006,Low,seller,99.3646,100.0,100.0,99.68
2528513dd95219a6013d4d05176e391a,161,36438.75,167,3.0,-11.587752537929495,125.0,14.592297321203093,8.634646519158123,60.0,76.94106602371474,4.036384309266629,30.48114916063433,Low,seller,99.3646,100.0,100.0,99.68
001cca7ae9ae17fb1caed9dfb1094831,200,33934.17,239,3.0,-12.569366245251661,-80.0,13.5889743029321,10.739341608202913,60.0,77.36230428203895,0.3069926094371802,30.39657259617992,Low,seller,99.3646,100.0,100.0,99.68
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,51629.49,31,3.0,-14.045303166069294,-57.14285714285714,20.677636622231564,1.5650296815974094,60.0,77.99567063917517,0.7228132867700804,30.366180331622104,Low,seller,99.3646,100.0,100.0,99.68
1da3aeb70d7989d1e6d9b0e887f97c23,265,13055.36,328,3.0,-10.981487911522633,850.0,5.225020798908843,14.247166756610902,60.0,76.68090069247882,17.225696418419556,30.35400267453916,Low,seller,99.3646,100.0,100.0,99.68
d1c281d3ae149232351cd8c8cc885f0d,215,32339.06,240,3.0,-10.848508300402912,-50.0,12.949980707329548,11.548839719373987,60.0,76.62383537303302,0.8527572484366117,30.351055172840976,Low,seller,99.3646,100.0,100.0,99.68
8f2ce03f928b567e3d56181ae20ae952,153,25550.010000000002,175,3.0,-8.994448010874246,800.0,10.23031907256736,8.202914193200215,60.0,75.82820556329891,16.316088686753837,30.12566397324048,Low,seller,99.3646,100.0,100.0,99.68
ef506c96320abeedfb894c34db06f478,324,14968.43,340,3.0,-10.519443782072736,150.0,5.991387681405583,17.431192660550458,60.0,76.48262446334041,4.491188175099489,30.076726956570297,Low,seller,99.3646,100.0,100.0,99.68
213b25e6f54661939f11710a6fddb871,155,18839.96,194,3.0,-10.3307317251462,1150.0,7.542304467823542,8.310847274689692,60.0,76.40164277207882,22.683342808413872,30.0689838556727,Low,seller,99.3646,100.0,100.0,99.68
cab85505710c7cb9b720bceb52b01cee,206,14295.24,209,3.0,-15.073805147058824,850.0,5.721710920164238,11.063140852671344,60.0,78.43702998442811,17.225696418419556,29.970422628723277,Low,seller,99.3646,100.0,100.0,99.68
92eb0f42c21942b6552362b9b114707d,341,11492.67,365,3.0,-9.726196235516243,200.0,4.599014503473322,18.34862385321101,60.0,76.14221946243333,5.400795906765207,29.92827282438627,Low,seller,99.3646,100.0,100.0,99.68
76d5af76d0271110f9af36c92573f765,131,37541.56,159,3.0,-11.802508885902032,-66.66666666666666,15.034077842400032,7.015650296815974,60.0,77.03322405829518,0.5495546712147056,29.87407500278975,Low,seller,99.3646,100.0,100.0,99.68
ba90964cff9b9e0e6f32b23b82465f7b,38,45523.5,38,3.0,-11.294222709551656,100.0,18.231605624486434,1.9967620075553156,60.0,76.81510405644619,3.581580443433769,29.849095842045063,Low,seller,99.3646,100.0,100.0,99.68
4b9750c8ad28220fe6702d4ecb7c898f,218,19305.1,222,3.0,-8.676571246019776,585.7142857142857,7.728637373427902,11.710739341608203,60.0,75.69179563565608,12.417769836757897,29.841822376454623,Low,seller,99.3646,100.0,100.0,99.68
f457c46070d02cadd8a68551231220dd,199,22807.22,234,3.0,-11.673235406602254,366.66666666666663,9.131570243908065,10.685375067458176,60.0,76.97774914503596,8.43282167898427,29.800759379690785,Low,seller,99.3646,100.0,100.0,99.68
710e3548e02bc1d2831dfc4f1b5b14d4,136,27855.07,142,3.0,-21.313919809407945,150.0,11.153715313252716,7.285483000539665,60.0,81.11484001550647,4.491188175099489,29.783830163946647,Low,seller,99.3646,100.0,100.0,99.68
9c0e69c7bf2619675bbadf47b43f655a,157,36602.96,206,3.0,-7.447979166666666,-93.75,14.658079078156467,8.41878035617917,60.0,75.16457195913526,0.05685048322910744,29.78248965468493,Low,seller,99.3646,100.0,100.0,99.68
d6b1ce66b035a475f00c017792ff9769,92,14315.880000000001,108,3.0,-11.941567751200274,1700.0,5.729979207500683,4.910955207771182,60.0,77.09289815798004,32.68902785673678,29.779570073563686,Low,seller,99.3646,100.0,100.0,99.68
834f3294fba9f932f56edc879193f925,66,44207.42,66,3.0,-8.804236987934903,0.0,17.704390140099395,3.507825148407987,60.0,75.74658062324421,1.762364980102331,29.726496920628684,Low,seller,99.3646,100.0,100.0,99.68
66922902710d126a0e7d26b0e3805106,151,17581.07,156,3.0,-9.546909946236559,1100.0,7.037999029597904,8.094981111710739,60.0,76.06528263517201,21.773735076748153,29.722310889757672,Low,seller,99.3646,100.0,100.0,99.68
12b9676b00f60f3b700e83af21824c0e,135,30342.69,135,3.0,-20.567278613199665,-28.57142857142857,12.150244234952677,7.2315164597949275,60.0,80.79443512024285,1.2425891334362056,29.696376566814582,Low,seller,99.3646,100.0,100.0,99.68
b499c00f28f4b7069ff6550af8c1348a,152,12905.08,187,3.0,-11.45502950752951,1300.0,5.164819334716936,8.148947652455478,60.0,76.88411081032666,25.41216600341103,29.66051593541905,Low,seller,99.3646,100.0,100.0,99.68
